9596 1
11202 2
17513 1
24434 2
17054 3
5293 2
10826 1
23828 3
3148 2
3949 2
15836 2
19600 3
27972 3
8948 3
28575 1
10624 2
18367 1
11302 1
9654 1
6191 3
2460 2
15494 3
9391 2
28865 2
6184 1
13630 1
10315 1
16442 2
16948 1
7745 1
8283 3
19093 2
7557 2
18029 3
9352 2
12617 3
22029 1
10072 3
16454 2
188 2
12421 3
18592 1
645 1
8050 3
27259 2
21272 2
9377 1
21304 3
7317 2
18787 2
13982 3
375 1
3117 3
10748 2
24780 3
16867 2
14467 1
11641 1
27718 1
15505 1
27097 1
10537 2
6978 1
26823 3
23402 3
1518 3
496 3
12154 3
29980 3
2108 2
28067 3
20889 2
9043 3
25827 3
19664 3
11787 2
1951 3
25069 1
15962 3
15967 3
12913 2
25416 1
1106 1
28256 3
7846 1
22201 1
18092 1
18167 2
24666 3
17535 2
12662 2
8563 1
19028 3
8889 2
9659 3
658 2
23875 1
776 2
13498 2
22331 1
18906 2
5807 2
9220 3
28572 1
27054 1
12955 1
24148 2
9050 3
22191 3
11702 1
17174 1
6587 2
13060 1
6940 1
26611 2
10835 3
5277 3
5750 3
17171 3
23173 2
545 1
26327 3
1420 2
13829 2
8940 1
13922 1
8441 2
13797 1
11355 1
26451 2
28216 2
10054 1
3423 2
19422 3
23188 1
114 1
4276 3
27422 2
29619 3
10055 1
20418 3
7009 1
20878 1
29624 2
11225 2
24783 3
2364 1
18198 2
16162 2
12921 1
8062 3
17154 3
21860 3
28774 3
3613 1
25309 2
28320 3
13841 1
15959 2
6571 1
10044 1
18276 1
8814 3
9761 3
20440 3
28586 2
9536 1
25984 3
29883 2
28022 3
27120 3
19863 2
25810 1
5839 3
29627 2
11857 3
25606 3
2484 1
6034 3
23026 3
6560 2
2828 2
21037 3
368 2
4968 2
25094 2
10820 2
17470 3
9014 2
25545 2
11316 2
6706 3
10297 3
2464 2
29953 2
7144 1
29831 3
16509 1
15979 2
5397 2
19953 1
7546 1
16028 3
13925 2
21671 2
23757 2
27739 1
299 2
26754 3
4348 2
15859 2
6640 2
21652 1
555 1
4498 3
2417 3
11391 1
11236 2
9639 3
17365 1
12206 2
25561 3
20259 3
28743 3
27088 1
14395 1
17195 1
2444 2
27618 2
28147 1
3135 1
16436 1
21759 1
5885 1
20444 1
21262 1
15727 1
1926 2
23990 1
9442 1
10424 3
8822 1
18607 3
25542 3
16932 1
4081 2
17907 2
25953 2
16081 3
13225 1
8595 2
26716 2
7697 1
6468 1
1423 2
19296 3
15464 3
9817 1
26875 1
19182 2
17867 1
10291 2
3637 1
27585 2
11441 3
8857 3
10279 2
24903 3
1838 1
19136 3
22654 2
20880 2
19592 2
23900 3
4656 3
28112 3
25513 3
25512 3
25520 2
10032 2
12450 1
15157 1
2829 3
24901 2
25830 1
4894 2
14122 1
20927 3
13521 2
6674 2
22465 2
11373 1
6800 1
20642 3
19836 1
18986 2
19545 1
19162 2
4784 3
9379 1
20591 2
8536 2
770 3
27850 3
3675 3
2990 3
25374 1
9528 3
1884 2
20034 3
29837 1
16524 1
13188 2
23092 1
4617 1
29787 3
2391 3
13051 1
3514 1
2703 3
10289 1
25452 2
1411 2
19910 1
28603 3
20935 2
27161 1
22899 2
21855 3
11419 1
6705 2
3825 3
24276 1
25836 1
26742 2
20650 3
17648 3
14277 3
26683 2
29354 3
19165 2
25874 1
12789 3
23098 1
23261 1
18934 2
29103 3
20538 3
23738 1
14372 1
11679 3
6473 2
23894 1
5672 1
25753 2
12434 1
6868 1
24535 2
17552 3
28506 3
5114 1
11176 2
17207 2
21424 2
4544 1
1723 1
10489 1
13437 3
11955 2
853 1
9075 2
23580 2
1483 2
2504 1
695 3
125 3
10682 3
29560 2
27410 3
11112 1
20621 2
26667 1
5292 3
18133 3
19621 2
14889 2
4710 1
17233 2
28885 2
4830 1
10303 3
13869 1
13707 3
9515 3
25633 1
5767 2
19511 2
24242 1
23683 2
23448 2
15625 3
29998 1
28249 2
13148 3
27546 3
7468 1
19164 3
11929 2
28487 2
9031 2
11335 1
10295 3
7982 1
9908 2
19755 1
14427 2
19845 3
19257 1
16123 2
11536 1
4039 1
3248 1
12932 2
20632 3
14293 2
21112 3
7986 3
3145 1
10384 3
12881 1
9262 1
8309 1
7811 3
18467 3
2303 2
7353 2
15983 1
15274 2
19000 1
14671 1
10959 1
2881 2
29107 3
9223 3
5267 1
8660 1
5518 1
10165 1
29218 1
12441 1
646 2
29114 2
2053 1
371 3
9100 2
9136 1
10999 2
22539 1
6192 3
26592 1
11477 2
13189 2
9899 3
15614 1
27368 1
10676 2
25188 2
5626 2
4144 1
1059 1
17970 3
29059 1
8568 3
7622 3
27581 1
20157 1
4950 1
19263 2
4586 2
10402 3
27357 1
4479 2
12951 2
16941 3
16477 1
6474 1
18726 3
9225 3
1182 3
25510 1
22864 2
5822 1
1515 2
13805 2
2740 3
22908 2
2065 1
12219 2
10359 3
5117 2
27141 2
22427 2
14362 2
25562 1
21360 2
18716 3
12303 2
26566 2
10941 3
25896 2
25090 1
14013 1
7734 1
10081 3
5727 3
17502 1
22932 2
21793 1
10280 3
6351 1
12747 2
14783 3
2318 3
5136 1
25156 3
8405 1
9849 2
16381 2
28755 2
4219 1
22376 1
28661 1
6845 2
5732 2
5938 2
22983 1
15683 1
10642 1
10945 1
759 1
8097 1
1695 3
25477 3
19370 3
25153 3
14394 1
10436 2
6606 2
20763 1
6920 1
6484 1
9710 2
11498 3
5071 2
958 1
2977 3
22136 1
17013 3
15852 1
4251 3
15142 2
24069 1
18074 3
19609 1
19682 1
26388 2
13635 3
22056 2
11956 2
4567 2
11098 1
11515 1
14184 2
16900 3
17138 1
18666 1
6124 1
2213 1
18889 3
4426 2
21670 1
4229 3
5864 2
8744 2
28529 2
9574 1
24849 2
1904 2
21168 2
29281 1
19020 2
6952 3
1336 3
25251 1
13621 3
9367 3
20620 3
3797 1
28309 2
4511 3
2750 3
17577 1
23987 2
16286 1
26124 1
15371 3
19786 3
14313 3
32 3
19731 1
20503 1
5271 3
2157 3
14812 3
16875 3
2436 3
16487 1
6611 3
25075 3
15262 2
7313 3
27042 3
15921 1
18335 3
6454 2
10906 1
17440 1
28377 1
12044 3
11950 3
6565 3
25435 3
3795 2
6074 3
14857 1
20021 2
10417 2
22829 2
4342 1
29643 3
11290 1
14232 2
6967 2
17037 2
11577 3
18580 3
25304 3
26242 1
23295 3
23190 1
9017 1
21756 1
3074 1
13132 2
3910 3
14942 3
16978 1
333 3
26613 1
7989 3
9737 1
565 1
19579 3
26647 3
21935 1
25074 2
27346 1
29782 2
7679 2
9337 3
19615 3
21226 2
328 2
17359 1
22819 3
21382 2
11526 3
16497 3
7028 3
13449 2
10378 3
21459 1
2189 3
24986 1
12608 3
9864 3
8602 3
20329 3
23449 1
22462 2
16276 2
16944 2
16568 1
13838 1
12359 2
24685 3
8659 3
23364 2
6616 1
27665 3
15448 1
12427 1
28745 1
15143 1
9076 1
6852 2
9437 1
8109 1
6012 3
12286 1
28323 2
9436 1
22239 2
28047 3
11960 1
26322 3
87 1
20070 1
8790 1
1829 3
13607 3
1552 1
23522 2
9570 1
7326 1
7947 1
6989 3
10602 1
5304 1
14382 2
24196 3
11072 3
5059 1
11979 3
19060 1
5429 3
11942 1
4128 2
9769 1
25920 1
22454 2
17606 3
9780 3
16222 3
1300 2
2735 2
8799 2
4725 3
14988 3
12705 3
12629 1
22616 2
11896 3
28573 3
12115 1
2190 2
24155 1
24845 1
27318 3
830 2
10401 3
2350 1
22672 3
17201 3
21664 3
6210 1
7760 1
3224 2
29002 1
15588 2
3375 3
17661 2
9448 1
507 1
21118 2
3081 3
28467 3
9564 3
24200 1
23840 3
852 1
24355 1
11258 2
26135 1
8083 1
10757 2
